feature_path,transcript
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000219.npy,he understands the forces of nature
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000220.npy,on the very first page it described a burial ceremony
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000221.npy,i'll find out everything
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000222.npy,look at it today
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000223.npy,i'm sure she'll be all right
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000224.npy,thank you very much for everything
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000225.npy,can i see william comes to town at kb theatres
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000226.npy,so that was it
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000227.npy,how would you like to work for me
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000228.npy,i was wondering if you could tell me a bit more about what it's like to live and work there
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000229.npy,the burning fire had been extinguished
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000230.npy,lemon trees are not yellow it's just the fruit
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000231.npy,if you add another two storeys you'll need more support pillars
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000232.npy,the battles may last for a long time perhaps even years
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000233.npy,i told you that your dream was a difficult one
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000234.npy,twins are known to be confounding
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000235.npy,just align your car orthogonal to the parking lot
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000236.npy,with her index finger the little girl pointed to her mum
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000237.npy,it may be the gases of the firing that caused the martians inconvenience
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000238.npy,i was disappointed at this inanimate bulk
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000239.npy,that doesn't happen to just anyone
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000240.npy,of course he's coming back here
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000241.npy,what did you have
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000243.npy,i can see april coming
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000244.npy,are you sure there's no mistake
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000245.npy,i dont mind working from home most of the time but i do miss having coworkers
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000246.npy,we must get some of that serum as soon as possible
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000247.npy,i didn't come here to have you read my palm he said already regretting having come
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000248.npy,do you want to bankrupt this administration
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000249.npy,only us explorers can get it
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000250.npy,were you paid for it or weren't you
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000251.npy,were they quick or were they enraged
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000252.npy,he also tried to remember some good stories to relate as he sheared the sheep
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000253.npy,we'll stay right here and celebrate
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000254.npy,to what do i owe the pleasure of your presence he said
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000255.npy,his death is registered with the war department in washington
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000256.npy,i heard a peculiar humming sound from the pit
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000257.npy,glaciers are melting because of global warming
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000258.npy,he didn't know the man yet but his practiced eye would recognize him when he appeared
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000259.npy,when luke had finished the hazard analysis he frowned
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000260.npy,they're not for sale he said
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000261.npy,how can you tell
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000262.npy,but don't worry the alchemist continued
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000263.npy,the constitution of his flat was not optimal
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000264.npy,why do people have really good ideas in the shower
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000265.npy,motion parallax is a monocular depth cue
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000266.npy,he washed the detritus from his hair
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000267.npy,i can't let her out
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000268.npy,let me formulate a response to that question
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000269.npy,sandra read aloud the strange excerpt
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000270.npy,but he had found a guide and didn't want to miss out on an opportunity
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000271.npy,this drafty old barn
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000272.npy,there were mountains in the distance
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000273.npy,he's mr big and mr small
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000274.npy,the european union has often been criticized for their regulations
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000275.npy,i'm just a fool
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000276.npy,your method is systematic and mostly reasonably motivated
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000277.npy,you have to cross the entire sahara desert said the young man
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000278.npy,soon we will all be flying to work
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000279.npy,what do you mean by that
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000280.npy,well then help me do that the boy said
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000281.npy,would you show these gentlemen to the door
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000283.npy,she wasn't her type
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000284.npy,i want my husband to wander as free as the wind that shapes the dunes
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000285.npy,i just saw the sheriff
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000286.npy,riding a bicycle over rocky roads is difficult
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000287.npy,i had to act quickly that's why i jumped in
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000288.npy,many of them had been right about what they said while some had been wrong
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000289.npy,i remember grandpa paul looking through it
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000290.npy,they called it the simum and it was worse than a storm at sea
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000291.npy,and he gave the boy his blessing
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000292.npy,based on the omens of the present
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000293.npy,there's a podium discussion about the pros and cons of daylight saving time
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000294.npy,i'll let you know as soon as i have something
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000295.npy,when he kissed her cheek she suddenly blushed changing her color faster than a chameleon
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000296.npy,i decided to give it another try using the dragonfly library that tavis recommended
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000297.npy,this artful creation is more than just a picture it's a statement by the artist
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000298.npy,how am i going to live until the bank opens
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000299.npy,this website needs more interactive elements
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000300.npy,i have already found my treasure
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000301.npy,it's good to see you
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000302.npy,your method is systematic and mostly reasonably motivated
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000303.npy,i'll send you a box
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000304.npy,i'm sending it over with beth
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000305.npy,the shaking disturbed the rat nest
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000306.npy,he approached the mass and was surprised at the size and the shape
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000307.npy,i don't know why
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-000308.npy,get the sense of an animal at bay
